TX_DT,CIF_No,TransactionCountry,TransactionCountryHigherLevel,PriviledgeMerchantsGrp,LDESC,Sales_Type,Amount,TransCount
20260822,64662098,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,4339.32,1
20251222,64662098,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,4805.82,1
20260805,52869025,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,4099.38,1
20260830,52869025,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,4010.35,1
20260813,52869025,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,2976.02,1
20260808,52869025,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ECONSAVE-JOHOR,CA,481.53,1
20260807,52869025,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,5014.23,1
20260827,52869025,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,2074.47,1
20260902,52869025,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PETRONAS DAGANGAN,CA,517.9,1
20260719,52869025,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,1038.14,1
20260824,52869025,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,2447.1,1
20260813,52869025,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,2698.7,1
20260226,87668208,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,3084.7,1
20260721,87668208,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CA,2724.24,1
20250917,87668208,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CA,5079.52,1
20260501,87668208,RINGGIT MALAYSIA,OVERSEA,ON US,AEON CO (M) BHD-MID VALLEY,CP,4044.18,1
20260309,87668208,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GRABPAY TOP UP,CA,2038.6,1
20260701,87668208,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,5272.47,1
20251224,87668208,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,58.5,1
20251209,87668208,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,5016.45,1
20260806,83335618,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,7505.48,1
20260612,83335618,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SENHENG ELECTRIC,CA,2908.59,1
20260819,83335618,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,1252.94,1
20260811,83335618,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GRABPAY TOP UP,CA,3091.72,1
20260701,83335618,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,4680.62,1
20260818,83335618,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,WATSONS PERSONAL CARE,CP,5915.45,1
20260626,83335618,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,2829.47,1
20260429,83335618,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,2991.54,1
20260902,48251875,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CA,3171.0,1
20260818,48251875,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,2607.14,1
20260809,48251875,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CA,1054.48,1
20260806,48251875,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CA,1542.97,1
20260815,48251875,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,2687.28,1
20260901,48251875,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CA,3492.67,1
20260806,48251875,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,688.29,1
20260301,37134697,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,1331.18,1
20260420,37134697,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CA,3032.27,1
20260818,37134697,RINGGIT MALAYSIA,OVERSEA,ON US,GUARDIAN HEALTH-KLCC,CP,1789.09,1
20260808,37134697,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,2031.73,1
20260424,37134697,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,1783.17,1
20260902,37134697,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CA,1320.41,1
20260506,37134697,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,2260.72,1
20260829,37134697,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,1208.05,1
20260401,37134697,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CA,1835.25,1
20260117,37134697,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,462.94,1
20260601,37134697,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CP,25.09,1
20260303,70068638,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CP,986.5,1
20260324,70068638,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,870.59,1
20260730,90487164,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,1548.06,1
20260713,90487164,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,3067.56,1
20260815,90487164,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,24.6,1
20260527,90487164,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,3830.84,1
20260527,90487164,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,1560.74,1
20260729,90487164,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,2449.74,1
20260426,90487164,RINGGIT MALAYSIA,OVERSEA,ON US,GUARDIAN HEALTH-KLCC,CP,4370.36,1
20260529,90487164,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,266.74,1
20260408,90487164,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CA,3784.37,1
20260818,90487164,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CA,3584.2,1
20260408,90487164,RINGGIT MALAYSIA,OVERSEA,ON US,KFC HOLDINGS,CA,5532.33,1
20260803,90487164,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,4015.44,1
20260704,31964828,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,237.61,1
20260830,31964828,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,5661.25,1
20260630,31964828,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,4642.64,1
20260824,31964828,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CA,962.88,1
20260818,31964828,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,3364.84,1
20260831,31964828,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,4943.25,1
20260812,31964828,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CA,4884.01,1
20260831,31964828,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,6269.12,1
20260826,31964828,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,567.86,1
20260829,31964828,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,5779.41,1
20260823,31964828,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CA,5293.24,1
20260816,94715069,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,2214.94,1
20260820,94715069,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,1403.41,1
20260809,94715069,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CA,3046.54,1
20260820,94715069,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CP,4108.68,1
20260803,94715069,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CA,5088.71,1
20260808,94715069,RINGGIT MALAYSIA,OVERSEA,ON US,SENHENG ELECTRIC,CP,4809.96,1
20260812,94715069,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CP,4114.3,1
20260805,97963754,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PETRONAS DAGANGAN,CP,3779.22,1
20260212,97963754,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,2669.68,1
20251209,97963754,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,1470.73,1
20260420,97963754,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CP,200.57,1
20260901,97591634,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,5224.26,1
20260807,97591634,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,5257.46,1
20260821,97591634,RINGGIT MALAYSIA,OVERSEA,ON US,ZALORA MALAYSIA,CP,254.11,1
20260815,97591634,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CP,5432.34,1
20260728,97591634,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,15.73,1
20260503,38876693,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,4949.87,1
20260614,38876693,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CA,890.84,1
20260131,38876693,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CA,5156.88,1
20260809,38876693,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,6023.66,1
20260806,38876693,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,3271.83,1
20260819,38876693,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,3330.42,1
20260324,38876693,RINGGIT MALAYSIA,OVERSEA,ON US,GRABPAY TOP UP,CA,247.75,1
20260505,38876693,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,6364.35,1
20260616,38876693,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,4929.61,1
20260330,38876693,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,2364.11,1
20260206,38876693,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CA,2686.57,1
20260615,91644298,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,3938.66,1
20251103,91644298,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CP,4159.64,1
20260315,91644298,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,1794.09,1
20251206,91644298,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,3294.31,1
20260326,91644298,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,2591.92,1
20260116,91644298,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHELL MALAYSIA,CP,1129.95,1
20260715,91644298,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CA,2381.27,1
20260811,91644298,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,69.57,1
20260106,91644298,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,4530.43,1
20260602,91644298,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CP,6814.51,1
20260716,91644298,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,TESCO STORES (M),CP,5800.42,1
20260121,91644298,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,4515.83,1
20260206,91644298,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,2090.69,1
20260414,17105323,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CP,2618.47,1
20260603,17105323,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CA,2859.95,1
20251220,17105323,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ECONSAVE-JOHOR,CP,3519.63,1
20260217,17105323,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CP,891.88,1
20260620,17105323,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,2338.73,1
20251221,17105323,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PARKSON GRAND-PAVILION,CP,3951.32,1
20260124,17105323,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CP,1958.49,1
20260827,41720102,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,2127.46,1
20260515,41720102,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,1858.63,1
20260611,41720102,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CA,1280.03,1
20260119,41720102,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,687.74,1
20260411,41720102,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,4489.49,1
20260829,41720102,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GIANT HYPERMARKET-SHAH ALAM,CA,7060.74,1
20260506,41720102,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,3862.13,1
20260811,66363505,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,LOTUS'S STORES-CHERAS,CP,5645.11,1
20260810,66363505,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CA,6200.6,1
20260809,66363505,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,1427.49,1
20260602,66363505,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,2664.55,1
20260804,66363505,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CA,2991.44,1
20260814,66363505,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,876.63,1
20260806,66363505,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,3255.31,1
20260827,66363505,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,3995.65,1
20260518,66363505,RINGGIT MALAYSIA,OVERSEA,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,230.37,1
20260901,66363505,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,12.32,1
20251031,19229212,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,1951.42,1
20260421,19229212,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,ECONSAVE-JOHOR,CP,3455.38,1
20260804,19229212,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CP,3606.41,1
20260407,19229212,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,4330.35,1
20251201,19229212,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CA,726.56,1
20251125,19229212,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,1705.46,1
20251014,19229212,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,3014.95,1
20251011,19229212,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CA,4376.93,1
20260128,19229212,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,2404.44,1
20251022,19229212,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CA,4137.66,1
20260702,19229212,RINGGIT MALAYSIA,OVERSEA,NOT ON US,WATSONS PERSONAL CARE,CA,3741.69,1
20260520,19229212,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CA,85.96,1
20251118,50773548,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CA,5467.46,1
20260121,50773548,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,3533.41,1
20260525,50773548,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,AEON BIG (M) SDN BHD-KEPONG,CP,5487.95,1
20260307,50773548,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,LAZADA MALAYSIA,CP,1400.22,1
20260302,50773548,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,3933.2,1
20260808,50773548,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,5109.34,1
20251114,50773548,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,6603.82,1
20251226,50773548,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,1085.67,1
20260705,50773548,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CA,928.16,1
20260122,50773548,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CA,6654.66,1
20260823,50773548,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,1494.47,1
20260126,50773548,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CA,5863.08,1
20260706,50773548,RINGGIT MALAYSIA,OVERSEA,ON US,ECONSAVE-JOHOR,CP,1411.73,1
20260821,50773548,RINGGIT MALAYSIA,OVERSEA,NOT ON US,COURTS MAMMOTH,CP,4023.66,1
20251207,50773548,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,2910.42,1
20260530,50773548,RINGGIT MALAYSIA,OVERSEA,ON US,GRABPAY TOP UP,CA,4898.34,1
20260628,66497402,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CA,4664.92,1
20260807,66497402,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,1109.73,1
20260717,66497402,RINGGIT MALAYSIA,OVERSEA,NOT ON US,TESCO STORES (M),CP,3220.47,1
20260807,66497402,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,AEON CO (M) BHD-MID VALLEY,CP,2883.63,1
20260809,66497402,RINGGIT MALAYSIA,OVERSEA,NOT ON US,LAZADA MALAYSIA,CP,7438.2,1
20260703,66497402,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CA,1410.31,1
20260818,66497402,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,2077.67,1
20260813,23724194,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CP,1415.89,1
20260811,23724194,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,195.7,1
20260815,23724194,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GUARDIAN HEALTH-KLCC,CA,639.08,1
20260901,23724194,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,616.07,1
20260810,23724194,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SHOPEE PAY,CP,4055.48,1
20260821,23724194,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,3372.18,1
20260829,23724194,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,3459.02,1
20260816,23724194,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,1162.18,1
20260813,23724194,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,857.83,1
20260821,99508850,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,89.74,1
20260316,99508850,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CA,1486.93,1
20260123,71524281,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,5578.16,1
20260730,71524281,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,5253.97,1
20260614,71524281,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,771.6,1
20260523,71524281,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,MR DIY-SUNWAY PYRAMID,CP,4101.0,1
20260901,71524281,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,1913.66,1
20260812,71524281,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,1283.77,1
20260710,55470218,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,1274.08,1
20260820,55470218,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CA,1308.36,1
20260825,55470218,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,1421.14,1
20260701,55470218,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,GRABPAY TOP UP,CP,1159.16,1
20260813,24561005,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,114.81,1
20260901,24561005,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,2966.16,1
20260902,24561005,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,KFC HOLDINGS,CP,7069.19,1
20260813,24561005,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,COURTS MAMMOTH,CP,2467.26,1
20260804,24561005,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,ZALORA MALAYSIA,CP,4154.55,1
20260816,24561005,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,4238.52,1
20260807,24561005,RINGGIT MALAYSIA,OVERSEA,ON US,SENHENG ELECTRIC,CP,7361.1,1
20260828,24561005,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CP,3071.66,1
20260818,24561005,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,3701.94,1
20260816,24561005,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CA,3371.41,1
20260815,24561005,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,1107.1,1
20260810,46093287,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,1057.93,1
20260822,46093287,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,1249.9,1
20260816,46093287,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,1796.37,1
20260804,46093287,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CP,2692.95,1
20260614,17298381,RINGGIT MALAYSIA,OVERSEA,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,3187.05,1
20260807,17298381,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,2939.5,1
20260708,17298381,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CA,2153.47,1
20260821,17298381,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,SENHENG ELECTRIC,CP,2521.76,1
20260803,17298381,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,6208.21,1
20260826,17298381,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,1545.66,1
20260815,17298381,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MCDONALD'S MALAYSIA,CP,5311.78,1
20260406,17298381,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,2774.18,1
20260315,17298381,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,MYDIN MOHAMED HOLDINGS,CP,3443.84,1
20260823,17298381,RINGGIT MALAYSIA,OVERSEA,ON US,MYDIN MOHAMED HOLDINGS,CP,5217.94,1
20260816,17298381,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,HARVEY NORMAN-IOI CITY,CP,4138.19,1
20260619,17298381,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CA,1941.95,1
20260427,17298381,RINGGIT MALAYSIA,LOCAL,ON US - NON PRV-MRCHT,PARKSON GRAND-PAVILION,CP,6544.28,1
20260303,17298381,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHOPEE PAY,CP,305.02,1
