Rcd_DT,CIF_NO,APPL_NO,AGREE_NO,APPL_DT,APPL_STS,JUDGE_DT,SCORING_POINT,SCORING_TYPE,SCORING_RANK,LOAN_CODE,LOAN_TYP_ID,LOAN_GRP,AGENT_CODE1,AGENT_CODE2,APPL_CHANNEL,REJECT_CODE,FIN_AMT,FIN_PRFT_AMT,FIN_TOTAL_AMT,INST_AMT,DEPOSIT,INTEREST,TOTAL_INST,JointIncome_FG,SCORE_DECISION,NetIncome,Income,Age,HomeYear,YearOfBusiness,AnnualIncome,TOTAL_AEON_INST,TOTAL_AEON_OSB,CUR_REPAY_RATIO,NEW_REPAY_RATIO,NDI,CUR_DSR,NEW_DSR,B_OtherIncome,B_NonBankCommitment,DEPENDANT,YEAR_MADE,NOB,HomeOwner_flag,CIFState,Race,Gender,Marital,National,Occupation,Academic,B_AdvInstallPymt,AdvInstallPymtBand,JudgeWeek_FG,Biometric_FG,E-KYC,OTP,APPLY_FIN_AMT,PreAssessment_Flag
2026-09-02,62336574,00000000530,800000000530,20260826,Approve,20260925,773,4,B,130,13,2,6975,44,PARTNER,,95192.24,16049.41,111241.65,3090.05,5,5.62,36,N,A,13571.22,13571.22,24,5,3,214265.28,36,51472.55,27.49,37.49,3617.43,23.91,30.85,2548.21,174.87,0,,Manufacturing,N,Selangor,Malay,M,MARRIED,MALAYSIAN,Security Guard,SPM,4798.49,C,,Y,pass,fail,107837.89,N
2026-09-02,99945548,00000000531,800000000531,20260828,Approve,20260911,313,4,C,180,28,3,6348,38,COUNTER,,91968.97,63155.09,155124.06,1436.33,20,7.63,108,Y,A,1651.09,1651.09,55,12,23,25713.84,84,27136.09,37.18,45.32,1491.64,43.27,51.52,530.95,1403.74,1,2019,Retail Trade,Y,Johor,Chinese,M,MARRIED,MALAYSIAN,Army Personnel,Diploma,3917.01,C,,Y,fail,fail,132516.21,N
2026-09-02,20969370,00000000532,800000000532,20260830,Approve,20260831,935,2,D,122,11,1,5401,23,MOBILE_APP,,23234.2,3492.1,26726.3,742.4,30,5.01,36,N,A,24961.35,24961.35,38,1,3,386137.92,108,109999.48,20.65,30.16,1458.76,28.08,31.17,926.49,440.23,3,2019,Education,Y,Pahang,Malay,F,MARRIED,MALAYSIAN,Security Guard,SPM,718.42,A,,Y,pass,fail,26400.52,Y
2026-09-02,59388927,00000000533,800000000533,20260831,Approve,20260927,894,2,B,110,25,2,5728,56,WEBSITE,,92206.77,23466.62,115673.39,1927.89,10,5.09,60,Y,A,8342.98,8342.98,64,14,34,128781.84,108,40333.63,23.47,29.26,7082.08,31.77,33.9,2060.41,176.45,0,,Real Estate,Y,Sabah,Chinese,M,SINGLE,MALAYSIAN,Sales Executive,Bachelor Degree,4813.95,A,,Y,pass,fail,107449.92,N
2026-09-02,40299341,00000000534,800000000534,20260831,Approve,20260928,944,2,G,157,23,1,8617,64,TELEMARKETING,,92360.08,20965.74,113325.82,1888.76,0,4.54,60,N,A,23838.6,23838.6,55,3,24,339700.44,12,100169.01,15.31,23.85,5909.64,12.01,17.45,1273.89,1778.19,2,2018,Telecommunications,Y,Terengganu,Malay,M,MARRIED,MALAYSIAN,Retail Assistant,SPM,2750.81,A,1,Y,fail,pass,127299.89,N
2026-09-02,91254289,00000000535,800000000535,20260901,Approve,20260915,894,3,D,119,23,,4509,28,WEBSITE,,30664.35,12143.08,42807.43,396.37,10,4.4,108,-,A,24081.78,24081.78,38,4,3,342157.8,12,64476.66,21.04,26.22,5522.03,24.74,34.1,305.85,1962.73,2,,Oil & Gas,Y,Pahang,Malay,F,WIDOWED,MALAYSIAN,Army Personnel,STPM,131.38,,,Y,pass,fail,43865.06,Y
2026-09-02,85209599,00000000536,800000000536,20260829,Approve,20260914,546,1,D,174,35,2,5903,22,PARTNER,,44154.31,12363.21,56517.52,941.96,20,5.6,60,Y,A,20683.97,20683.97,58,29,15,332506.56,108,230037.22,36.06,43.64,1977.93,32.58,44.45,2416.13,1190.96,0,,Real Estate,N,Johor,Malay,F,SINGLE,MALAYSIAN,Doctor,SPM,539.61,A,1,Y,fail,pass,45124.55,Y
2026-09-02,56421570,00000000537,800000000537,20260831,Approve,20260831,405,4,C,171,17,2,7451,42,WEBSITE,,31738.8,16240.74,47979.54,571.19,10,7.31,84,Y,A,3659.96,3659.96,37,12,9,55505.04,36,24264.52,26.77,34.39,1114.68,36.22,42.08,2276.18,851.72,2,2012,Transportation,Y,Sabah,Malay,F,DIVORCED,MALAYSIAN,Army Personnel,Diploma,3427.24,A,,N,pass,pass,31765.7,Y
2026-09-02,96660419,00000000538,800000000538,20260830,Approve,20260907,757,3,B,180,17,2,9419,47,WEBSITE,,90069.24,23508.07,113577.31,1892.96,10,5.22,60,-,A,6488.7,6488.7,56,21,35,97195.32,108,17472.97,16.23,21.14,6659.47,21.64,24.87,1789.63,157.63,0,,Telecommunications,N,Selangor,Chinese,F,SINGLE,MALAYSIAN,Chef,Diploma,879.76,B,,Y,pass,fail,142752.9,Y
2026-09-02,28019246,00000000539,800000000539,20260830,Approve,20260830,646,2,E,159,27,2,6790,54,TELEMARKETING,,113055.35,19061.13,132116.48,3669.9,5,5.62,36,-,A,9576.61,9576.61,46,21,20,155087.64,36,82381.07,22.86,32.65,7594.05,26.26,31.56,1596.87,479.72,0,,Government,N,Sabah,Malay,F,SINGLE,MALAYSIAN,Clerk,Diploma,1205.86,A,,N,fail,pass,140448.26,Y
2026-09-02,50069463,00000000540,800000000540,20260902,Approve,20260919,765,4,D,118,13,3,7256,16,MOBILE_APP,,39676.36,13192.39,52868.75,629.39,20,4.75,84,Y,A,23089.38,23089.38,60,11,5,357129.0,108,88566.88,15.5,16.52,2831.97,16.64,24.4,32.68,1683.07,2,2012,Retail Trade,Y,Sabah,Malay,F,MARRIED,MALAYSIAN,Lecturer,SPM,2720.13,A,1,Y,fail,pass,59458.02,Y
2026-09-02,60147077,00000000541,800000000541,20260831,Approve,20260908,365,3,A,143,19,1,9369,62,TELEMARKETING,,3161.26,718.87,3880.13,107.78,10,7.58,36,Y,A,2560.49,2560.49,40,8,1,38243.4,36,28307.53,50.64,58.18,7945.48,58.99,60.15,336.67,35.38,3,,Education,Y,Selangor,Malay,M,WIDOWED,MALAYSIAN,Army Personnel,Bachelor Degree,43.19,,,Y,pass,fail,5135.43,Y
2026-09-02,49263424,00000000542,800000000542,20260827,Approve,20260905,639,4,G,106,10,3,3025,59,WEBSITE,,81779.43,43351.28,125130.71,1158.62,10,5.89,108,N,A,8864.11,8864.11,37,19,9,136304.88,84,35141.62,34.02,40.55,7310.31,34.33,41.18,2300.56,98.05,2,2014,Professional Services,N,Selangor,Malay,M,MARRIED,MALAYSIAN,Lecturer,Diploma,1335.0,,,Y,fail,pass,123864.44,Y
2026-09-02,42394260,00000000543,800000000543,20260901,Approve,20260904,860,1,G,155,11,2,5587,11,TELEMARKETING,,70587.33,30747.84,101335.17,938.29,0,4.84,108,Y,A,24689.89,24689.89,51,6,22,387597.12,108,109412.25,5,13.61,6582.61,5,8,2539.94,241.99,0,2015,Oil & Gas,N,Kedah,Chinese,F,SINGLE,MALAYSIAN,Army Personnel,Bachelor Degree,3754.47,A,1,Y,pass,fail,76390.1,Y
2026-09-02,12862892,00000000544,800000000544,20260831,Approve,20260912,515,3,D,197,12,3,1934,72,TELEMARKETING,,51024.45,10669.21,61693.66,1713.71,30,6.97,36, ,A,6274.05,6274.05,54,28,27,91221.6,12,80319.2,42.26,48.17,1875.1,49.52,53.18,2374.66,863.49,3,,Transportation,N,Sarawak,Chinese,M,MARRIED,MALAYSIAN,Technician,Bachelor Degree,501.02,B,,Y,fail,fail,83769.31,Y
2026-09-02,98732634,00000000545,800000000545,20260830,Approve,20260908,593,2,E,174,18,2,8260,93,WEBSITE,,51872.82,22186.01,74058.83,881.65,30,6.11,84,Y,A,5267.81,5267.81,33,12,1,76709.52,108,42655.05,25.71,27.02,6652.96,35.06,38.39,170.92,1421.73,0,,Professional Services,Y,Pahang,Chinese,F,SINGLE,MALAYSIAN,Sales Executive,SPM,3801.84,C,1,N,pass,fail,76343.35,Y
2026-09-02,98164473,00000000546,800000000546,20260830,Approve,20260908,400,3,E,195,28,2,4818,64,MOBILE_APP,,38734.25,26703.39,65437.64,605.9,10,7.66,108, ,A,2788.5,2788.5,41,14,22,39724.32,12,37123.91,44.79,49.66,2374.46,53.05,58.73,507.7,1441.88,1,,Food & Beverage,N,Johor,Others,M,MARRIED,MALAYSIAN,Retail Assistant,Bachelor Degree,3779.5,,1,N,pass,pass,64194.34,Y
2026-09-02,35399131,00000000547,800000000547,20260901,Approve,20260918,845,4,E,181,18,2,1388,22,COUNTER,,70472.76,10888.04,81360.8,2260.02,5,5.15,36,-,A,23403.44,23403.44,29,4,5,377768.88,12,142654.25,24.1,25.48,5933.0,30.74,32.0,2622.58,847.09,1,2015,Agriculture,N,Kedah,Malay,F,SINGLE,MALAYSIAN,Doctor,SPM,4129.54,B,1,N,pass,fail,73330.07,Y
2026-09-02,46059588,00000000548,800000000548,20260901,Approve,20260905,455,3,B,198,21,,2518,18,WEBSITE,,19009.47,3410.3,22419.77,622.77,10,5.98,36, ,A,18277.3,18277.3,58,27,13,264352.8,36,151174.59,34.71,37.32,5499.01,38.38,45.5,838.8,829.43,1,,Hospitality,N,Sabah,Indian,F,SINGLE,MALAYSIAN,Technician,SPM,319.69,B,,Y,pass,pass,30481.68,N
2026-09-02,35602276,00000000549,800000000549,20260901,Approve,20260910,939,1,G,182,22,,1503,11,WEBSITE,,49174.03,11629.66,60803.69,1013.39,10,4.73,60, ,A,23952.78,23952.78,44,3,8,385065.0,84,69130.28,16.99,24.2,3847.9,23.93,27.8,1400.12,1881.25,4,,Government,N,Pulau Pinang,Malay,F,MARRIED,MALAYSIAN,Driver,SPM,1932.76,C,,N,pass,fail,62716.68,N
2026-09-02,37963296,00000000550,800000000550,20260902,Approve,20260915,872,4,D,164,26,3,3302,89,MOBILE_APP,,71870.56,19405.05,91275.61,1521.26,5,5.4,60,Y,A,15921.47,15921.47,61,4,24,233234.88,84,56795.52,23.86,31.89,2647.09,25.7,37.34,2477.85,872.27,0,,Education,N,Selangor,Malay,F,MARRIED,MALAYSIAN,IT Executive,Bachelor Degree,3017.71,A,1,Y,fail,fail,119693.41,N
2026-09-02,60987765,00000000551,800000000551,20260902,Approve,20260916,326,2,A,157,22,,7844,96,TELEMARKETING,,7590.68,4952.92,12543.6,116.14,20,7.25,108,N,A,11440.05,11440.05,47,16,5,177807.0,84,120121.56,39.56,44.55,1184.22,48.01,51.16,2168.47,1940.6,0,2013,Plantation,N,Kuala Lumpur,Malay,M,SINGLE,MALAYSIAN,Engineer,Diploma,1879.78,A,1,N,fail,fail,8670.38,Y
2026-09-02,10861645,00000000552,800000000552,20260826,Approve,20260901,799,1,G,154,27,3,9723,42,COUNTER,,44767.09,14540.35,59307.44,706.04,10,4.64,84,N,A,23720.54,23720.54,41,23,19,364079.64,12,142613.69,22.07,25.56,3215.47,22.04,29.34,45.94,1998.17,3,,Government,Y,Sarawak,Chinese,F,MARRIED,MALAYSIAN,Sales Executive,STPM,4157.55,C,1,N,pass,fail,45730.91,N
2026-09-02,77078825,00000000553,800000000553,20260901,Approve,20260930,556,4,G,178,26,2,3298,35,PARTNER,,19244.04,11552.2,30796.24,285.15,10,6.67,108,-,A,5285.77,5285.77,51,1,27,82522.2,36,25951.07,22.79,28.4,7704.73,27.48,31.2,2659.51,1395.51,0,,Healthcare,Y,Johor,Malay,M,SINGLE,MALAYSIAN,Technician,Diploma,3702.46,C,1,N,fail,fail,29171.31,N
2026-09-02,22150619,00000000554,800000000554,20260830,Approve,20260917,684,4,C,125,19,2,8466,27,PARTNER,,41848.68,8060.06,49908.74,1386.35,10,6.42,36,Y,A,10226.41,10226.41,63,35,20,160084.68,108,112298.55,26.72,28.01,1105.04,41.57,42.65,683.16,1837.38,0,2018,Construction,Y,Johor,Malay,F,SINGLE,MALAYSIAN,Driver,SPM,133.28,B,1,Y,fail,fail,57347.74,Y
2026-09-02,89932574,00000000555,800000000555,20260901,Approve,20260913,999,1,C,111,15,2,3477,19,TELEMARKETING,,21469.44,3213.98,24683.42,685.65,30,4.99,36,-,A,24980.85,24980.85,29,10,11,397248.96,84,51537.16,18.2,25.91,4100.06,23.97,28.45,1233.69,419.35,2,,Financial Services,Y,Sabah,Chinese,M,MARRIED,MALAYSIAN,Chef,Diploma,970.67,,1,Y,fail,pass,33541.2,Y
2026-09-02,94007943,00000000556,800000000556,20260829,Approve,20260924,177,1,B,123,35,,3616,70,MOBILE_APP,,38117.84,14237.01,52354.85,872.58,5,7.47,60,-,A,2126.23,2126.23,56,20,30,32970.48,60,21743.81,31.63,37.95,3397.77,46.73,51.46,1544.47,199.48,4,,Real Estate,N,Kedah,Chinese,F,MARRIED,MALAYSIAN,Chef,Certificate,4869.42,,1,Y,pass,pass,45682.6,Y
2026-09-02,42101325,00000000557,800000000557,20260827,Approve,20260917,639,1,B,171,25,,3719,11,WEBSITE,,25878.22,10615.25,36493.47,434.45,30,5.86,84,Y,A,17963.42,17963.42,61,17,39,264829.92,84,85846.39,28.11,32.27,6619.1,34.63,36.44,1984.3,1519.16,0,2023,Healthcare,N,Melaka,Malay,M,SINGLE,MALAYSIAN,Manager,Diploma,3853.68,C,,Y,pass,pass,36489.79,N
2026-09-02,86904329,00000000558,800000000558,20260901,Approve,20260902,857,2,A,139,10,3,1465,35,MOBILE_APP,,54520.86,19578.44,74099.3,882.13,0,5.13,84, ,A,5736.55,5736.55,44,5,1,92870.88,108,31500.15,22.88,30.33,4475.71,23.48,33.28,718.83,1589.74,0,,Transportation,Y,Terengganu,Chinese,F,SINGLE,MALAYSIAN,Technician,SPM,583.48,C,,N,pass,pass,62155.95,N
2026-09-02,46130639,00000000559,800000000559,20260831,Approve,20260921,847,2,F,180,20,3,4576,11,COUNTER,,29732.77,9365.82,39098.59,465.46,20,4.5,84,-,A,14258.48,14258.48,31,3,4,209352.6,108,48185.84,15.27,16.83,3870.95,14.09,21.72,674.16,1114.49,0,2012,Government,N,Kuala Lumpur,Malay,M,SINGLE,MALAYSIAN,Sales Executive,SPM,342.26,C,1,Y,pass,pass,48981.88,Y
2026-09-02,45831162,00000000560,800000000560,20260830,Approve,20260927,654,3,G,107,31,,9870,39,PARTNER,,77289.4,13587.48,90876.88,2524.36,10,5.86,36, ,A,7037.32,7037.32,44,20,7,107557.68,12,28367.04,34.04,38.87,6745.49,38.81,39.85,2002.2,224.27,0,2014,Real Estate,N,Melaka,Chinese,M,SINGLE,MALAYSIAN,Self-Employed,Bachelor Degree,1055.85,B,,Y,fail,pass,127107.69,N
2026-09-02,23644112,00000000561,800000000561,20260902,Approve,20260920,443,3,G,158,25,3,2798,48,PARTNER,,14892.42,2872.75,17765.17,493.48,30,6.43,36,N,A,12920.48,12920.48,28,0,5,186411.24,60,112994.0,33.67,35.8,6933.31,31.35,40.36,694.96,393.53,1,2022,Wholesale,Y,Kuala Lumpur,Malay,M,WIDOWED,MALAYSIAN,Doctor,SPM,806.03,A,1,Y,pass,pass,18855.61,N
2026-09-02,68320056,00000000562,800000000562,20260830,Approve,20260831,489,4,F,192,25,1,1155,54,TELEMARKETING,,102706.78,45796.95,148503.73,1767.9,30,6.37,84,Y,A,8312.38,8312.38,55,26,31,126703.8,60,74880.24,40.94,50.11,5758.95,43.73,47.64,741.05,1522.85,5,,Hospitality,N,Negeri Sembilan,Chinese,M,MARRIED,MALAYSIAN,Factory Worker,SPM,2648.39,A,,Y,pass,pass,136681.98,N
2026-09-02,21230536,00000000563,800000000563,20260830,Approve,20260926,591,3,E,157,22,2,7448,18,MOBILE_APP,,50840.43,8571.7,59412.13,1650.34,20,5.62,36,-,A,20423.33,20423.33,29,6,7,316619.16,36,212184.56,21.94,26.14,3263.99,23.23,35.16,1044.01,861.24,0,2023,Real Estate,Y,Kuala Lumpur,Malay,F,SINGLE,MALAYSIAN,Nurse,SPM,2234.78,,1,N,pass,fail,75383.33,Y
2026-09-02,22628163,00000000564,800000000564,20260829,Approve,20260921,678,3,A,162,13,3,4174,38,WEBSITE,,57101.7,15331.81,72433.51,1207.23,20,5.37,60,-,A,16836.79,16836.79,56,12,35,237026.52,36,55327.57,23.71,26.91,3881.97,26.15,35.53,580.37,555.61,0,,Healthcare,Y,Perak,Malay,F,SINGLE,MALAYSIAN,Businessman,Diploma,324.16,C,,Y,pass,fail,57419.18,N
2026-09-02,11104601,00000000565,800000000565,20260829,Approve,20260830,647,3,A,193,13,1,4289,24,COUNTER,,114359.57,51313.14,165672.71,1972.29,30,6.41,84, ,A,9965.73,9965.73,54,32,24,139811.16,84,86616.32,29.19,32.9,6586.61,33.56,36.59,641.11,736.45,1,2026,Education,Y,Pulau Pinang,Chinese,F,MARRIED,MALAYSIAN,Civil Servant,STPM,823.48,,,N,fail,pass,133483.56,Y
2026-09-02,49901824,00000000566,800000000566,20260902,Approve,20260922,257,4,E,124,10,3,9161,75,PARTNER,,117505.6,27390.56,144896.16,4024.89,20,7.77,36,Y,A,6473.35,6473.35,48,17,13,101513.4,60,85307.38,31.05,32.09,7173.5,37.35,45.55,1555.64,1623.76,1,,Manufacturing,N,Sarawak,Chinese,M,MARRIED,MALAYSIAN,Sales Executive,SPM,3361.61,,1,Y,fail,fail,121272.34,N
2026-09-02,25754259,00000000567,800000000567,20260830,Approve,20260830,681,4,C,173,18,,8535,22,WEBSITE,,17363.57,4679.48,22043.05,367.38,20,5.39,60,-,A,5609.18,5609.18,48,17,30,77624.28,60,39760.51,22.51,23.52,4548.67,31.51,35.25,1463.46,95.27,0,,Food & Beverage,Y,Johor,Indian,M,SINGLE,MALAYSIAN,Security Guard,SPM,2348.92,C,1,Y,fail,pass,19992.8,N
2026-09-02,94877532,00000000568,800000000568,20260826,Approve,20260915,271,4,D,188,13,1,8921,87,PARTNER,,110782.21,73980.36,184762.57,1710.76,20,7.42,108, ,A,4490.25,4490.25,30,8,6,69870.72,36,44386.96,36.28,40.51,4563.69,47.2,57.0,2398.29,1399.17,0,,Retail Trade,N,Sarawak,Malay,F,SINGLE,MALAYSIAN,Doctor,SPM,4453.12,,,N,fail,fail,138623.79,Y
2026-09-02,51010058,00000000569,800000000569,20260902,Approve,20260905,840,1,B,142,25,2,7593,76,WEBSITE,,14948.53,7224.62,22173.15,205.31,10,5.37,108,Y,A,11277.06,11277.06,49,27,26,162730.08,60,45730.06,24.55,32.52,6148.72,27.8,35.74,1812.23,1231.47,0,2016,Telecommunications,Y,Kelantan,Indian,M,MARRIED,MALAYSIAN,Factory Worker,Master Degree,2761.84,A,1,N,fail,pass,20361.38,N
2026-09-02,55183120,00000000570,800000000570,20260826,Approve,20260916,468,4,C,126,29,3,7368,40,COUNTER,,57725.9,32366.91,90092.81,834.19,0,6.23,108,-,A,6168.13,6168.13,49,22,26,91771.32,84,72974.09,27.82,31.04,1349.23,24.12,35.41,27.69,1238.07,0,,Hospitality,N,Negeri Sembilan,Malay,F,SINGLE,MALAYSIAN,Teacher,Diploma,125.71,C,1,N,pass,fail,71881.63,N
2026-09-02,55003155,00000000571,800000000571,20260829,Approve,20260914,550,1,B,146,32,,8475,28,PARTNER,,2281.31,1093.89,3375.2,40.18,10,6.85,84, ,A,11166.77,11166.77,46,6,7,164755.68,84,107645.06,20.78,26.3,6678.86,28.0,30.78,586.26,769.56,0,2024,Oil & Gas,N,Selangor,Chinese,F,SINGLE,MALAYSIAN,IT Executive,SPM,2471.46,,,Y,fail,fail,3686.77,N
2026-09-02,40486002,00000000572,800000000572,20260831,Approve,20260831,222,3,D,121,21,3,2733,91,WEBSITE,,52089.07,39144.94,91234.01,844.76,20,8.35,108,Y,A,8018.28,8018.28,36,2,4,128942.04,84,101081.34,41.45,51.17,1972.5,59.13,67.61,1324.19,785.72,1,,Construction,N,Johor,Malay,F,SINGLE,MALAYSIAN,Security Guard,SPM,4884.5,C,,N,pass,fail,78983.12,N
2026-09-02,38569395,00000000573,800000000573,20260829,Approve,20260916,876,3,E,162,20,,3185,91,COUNTER,,23296.4,3152.0,26448.4,734.68,0,4.51,36, ,A,9739.24,9739.24,55,6,32,145152.12,84,47205.23,11.7,20.27,4805.0,12.11,18.54,1685.88,153.84,2,,Retail Trade,Y,Perak,Malay,M,MARRIED,MALAYSIAN,Technician,PhD,2664.2,C,1,Y,pass,pass,24502.71,Y
2026-09-02,16711227,00000000574,800000000574,20260831,Approve,20260925,632,4,D,197,19,,2305,76,COUNTER,,62882.44,33730.14,96612.58,894.56,20,5.96,108,N,A,17048.94,17048.94,62,12,9,247931.64,108,90781.43,31.88,35.05,6670.71,43.94,45.44,2930.47,1417.5,0,,Government,Y,Sarawak,Malay,M,DIVORCED,MALAYSIAN,Clerk,Bachelor Degree,3722.62,,,Y,pass,fail,98837.7,N
2026-09-02,99586100,00000000575,800000000575,20260828,Approve,20260905,753,3,G,120,29,1,5512,83,MOBILE_APP,,89810.87,45507.17,135318.04,1252.94,30,5.63,108,-,A,20742.41,20742.41,38,15,6,313619.04,84,83361.32,17.52,20.65,7780.45,13.63,22.64,288.65,545.64,4,,Professional Services,Y,Selangor,Indian,F,DIVORCED,MALAYSIAN,IT Executive,Diploma,3085.13,,,N,pass,fail,124765.72,N
2026-09-02,58743864,00000000576,800000000576,20260902,Approve,20260920,626,1,D,150,27,,1192,83,TELEMARKETING,,52879.96,10200.54,63080.5,1752.24,0,6.43,36,N,A,14125.31,14125.31,43,8,6,210182.04,84,94461.03,25.42,26.58,1460.33,22.05,30.05,1952.37,893.1,1,2013,Telecommunications,N,Negeri Sembilan,Malay,F,SINGLE,MALAYSIAN,Sales Executive,SPM,2593.23,C,,Y,fail,pass,71313.13,Y
2026-09-02,94848377,00000000577,800000000577,20260829,Approve,20260920,742,4,F,175,18,2,4850,21,TELEMARKETING,,72737.67,33648.45,106386.12,985.06,30,5.14,108, ,A,23523.95,23523.95,54,10,2,344016.48,12,169744.96,19.47,25.05,4798.65,24.53,32.02,1572.1,929.83,4,,Retail Trade,Y,Johor,Malay,F,MARRIED,MALAYSIAN,Accountant,Diploma,1875.12,A,,N,pass,fail,79625.24,Y
2026-09-02,42988238,00000000578,800000000578,20260827,Approve,20260923,548,1,A,156,21,1,1651,34,WEBSITE,,89358.67,17639.4,106998.07,2972.17,5,6.58,36,Y,A,6640.39,6640.39,45,1,0,100888.92,84,86103.77,37.8,46.93,2173.91,42.57,49.47,2321.13,44.13,2,2017,Government,N,Pulau Pinang,Malay,F,MARRIED,MALAYSIAN,IT Executive,Master Degree,59.73,C,,N,fail,fail,128507.27,N
2026-09-02,86164272,00000000579,800000000579,20260827,Approve,20260902,940,2,C,179,18,,1801,82,MOBILE_APP,,68970.76,30478.18,99448.94,920.82,20,4.91,108,-,A,16263.84,16263.84,50,24,24,244142.04,12,79267.52,22.96,27.05,2539.78,23.14,30.15,2360.41,119.22,3,,Telecommunications,N,Selangor,Chinese,F,MARRIED,MALAYSIAN,Supervisor,SPM,1467.44,,1,N,pass,pass,98809.9,Y
2026-09-02,50022151,00000000580,800000000580,20260826,Approve,20260914,877,4,G,115,34,3,3253,80,MOBILE_APP,,3076.29,992.72,4069.01,48.44,10,4.61,84, ,A,24912.01,24912.01,35,6,5,362050.68,84,65950.53,22.54,30.84,6331.8,18.66,27.13,2375.83,1071.28,1,,Healthcare,Y,Kuala Lumpur,Malay,F,MARRIED,MALAYSIAN,Businessman,Bachelor Degree,94.9,,,Y,pass,pass,3305.69,Y
2026-09-02,96702369,00000000581,800000000581,20260901,Approve,20260922,334,3,E,149,32,1,2487,19,MOBILE_APP,,113454.55,57419.35,170873.9,2034.21,30,7.23,84,Y,A,6110.31,6110.31,60,28,35,89472.72,108,42440.39,35.39,40.23,3595.44,48.7,53.42,2506.77,3.85,3,2012,Manufacturing,N,Selangor,Malay,F,MARRIED,MALAYSIAN,Contractor,SPM,4689.76,C,1,Y,pass,fail,137825.71,N
2026-09-02,49357964,00000000582,800000000582,20260828,Approve,20260919,938,1,E,132,16,2,3835,49,TELEMARKETING,,6157.71,2854.1,9011.81,83.44,20,5.15,108,-,A,22463.08,22463.08,54,14,20,346041.24,60,67468.66,15.36,20.03,7813.56,13.0,24.41,1939.92,835.25,0,,Government,Y,Pahang,Malay,F,MARRIED,MALAYSIAN,Teacher,Diploma,4134.78,A,1,Y,pass,fail,9572.62,Y
2026-09-02,21108557,00000000583,800000000583,20260831,Approve,20260912,325,3,C,114,21,2,6164,60,WEBSITE,,79172.23,26760.21,105932.44,1765.54,10,6.76,60, ,A,23206.77,23206.77,25,7,0,363591.84,12,206507.61,45.41,54.05,1916.07,44.07,51.9,787.54,959.17,2,,Professional Services,N,Pahang,Indian,M,MARRIED,MALAYSIAN,Supervisor,SPM,3102.9,,,N,fail,pass,110454.84,Y
2026-09-02,78747232,00000000584,800000000584,20260827,Approve,20260915,437,2,C,144,25,3,4452,20,COUNTER,,34831.61,16604.23,51435.84,612.33,30,6.81,84,N,A,10648.59,10648.59,43,13,22,169946.28,108,147324.75,36.5,42.09,681.21,36.6,44.08,261.17,924.49,1,,Retail Trade,N,Selangor,Indian,F,DIVORCED,MALAYSIAN,Administrator,SPM,3130.61,C,1,Y,fail,pass,37107.08,Y
2026-09-02,19951749,00000000585,800000000585,20260829,Approve,20260914,612,3,D,182,20,,1114,84,COUNTER,,73122.94,21461.58,94584.52,1576.41,20,5.87,60,N,A,7660.56,7660.56,44,18,10,106227.24,108,65693.28,35.03,43.89,3363.2,34.62,43.63,1403.65,584.14,0,,Plantation,Y,Selangor,Chinese,M,SINGLE,MALAYSIAN,Factory Worker,Bachelor Degree,1282.51,A,,Y,fail,fail,98095.2,N
2026-09-02,84619451,00000000586,800000000586,20260827,Approve,20260924,685,4,B,192,26,1,8672,43,WEBSITE,,84199.6,26017.68,110217.28,1836.95,5,6.18,60,N,A,7628.13,7628.13,43,16,6,107034.72,12,79689.66,38.98,44.11,6083.9,44.46,46.06,6.69,168.78,0,2019,Wholesale,Y,Selangor,Chinese,M,MARRIED,MALAYSIAN,Retail Assistant,SPM,579.53,C,1,N,fail,pass,126267.56,N
2026-09-02,86452621,00000000587,800000000587,20260901,Approve,20260913,763,3,A,191,22,3,4707,66,TELEMARKETING,,98672.97,28269.81,126942.78,2115.71,30,5.73,60,N,A,14741.46,14741.46,46,25,10,231373.44,12,90565.72,23.01,25.37,6478.49,19.83,31.27,1118.61,279.28,1,2023,Hospitality,N,Pulau Pinang,Malay,F,SINGLE,MALAYSIAN,Security Guard,STPM,2350.73,C,1,Y,fail,pass,110828.17,Y
2026-09-02,45545068,00000000588,800000000588,20260831,Approve,20260923,781,4,B,174,14,2,6166,90,COUNTER,,1568.31,240.42,1808.73,50.24,20,5.11,36,Y,A,18768.28,18768.28,26,5,4,263201.52,60,36349.19,16.71,20.97,2345.33,17.41,22.33,214.5,1114.02,0,2015,Construction,N,Kuala Lumpur,Malay,F,DIVORCED,MALAYSIAN,Chef,Bachelor Degree,157.41,,1,Y,fail,fail,2063.27,N
2026-09-02,15182741,00000000589,800000000589,20260901,Approve,20260901,867,4,E,190,24,2,1006,51,WEBSITE,,5425.93,779.71,6205.64,172.38,20,4.79,36,N,A,18270.08,18270.08,35,14,0,286822.08,12,95035.41,21.12,24.29,3957.18,23.44,25.81,1685.79,466.28,0,,Real Estate,N,Kuala Lumpur,Others,F,MARRIED,MALAYSIAN,Civil Servant,Diploma,3207.23,B,,Y,fail,fail,6309.6,N
