TX_DT,CIF_No,TransactionCountry,TransactionCountryHigherLevel,PriviledgeMerchantsGrp,LDESC,Sales_Type,Amount,TransCount
20261001,22929680,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,14547.23,1
20261023,30482789,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CA,19072.42,1
20261012,30482789,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,8915.82,1
20261015,30482789,RINGGIT MALAYSIA,OVERSEA,ON US,ZALORA MALAYSIA,CA,2906.71,1
20261014,30482789,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CP,8626.76,1
20260913,70234588,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CA,4415.63,1
20260905,70234588,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CP,10844.46,1
20261018,70234588,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,4119.27,1
20260916,70234588,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,4709.57,1
20261016,70234588,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CA,4832.23,1
20260929,59586212,RINGGIT MALAYSIA,OVERSEA,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,38407.56,1
20261016,59586212,RINGGIT MALAYSIA,OVERSEA,ON US,SHOPEE PAY,CP,13118.61,1
20260915,59586212,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SENHENG ELECTRIC,CP,15655.89,1
20260916,59586212,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CA,12730.4,1
20261103,59586212,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,18012.23,1
20261021,22869898,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,2727.61,1
20261020,22869898,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CA,3228.88,1
20261118,67476781,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,4648.0,1
20261008,67476781,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,3530.48,1
20261014,67476781,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,2153.97,1
20260928,67476781,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,1661.16,1
20261013,67476781,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,2675.58,1
20260918,19363099,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,21413.71,1
20261017,19363099,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,5638.33,1
20261022,19363099,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,17570.18,1
20260911,47417309,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,14922.6,1
20260930,47417309,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CA,66135.66,1
20261022,86362294,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,18325.15,1
20261105,86362294,RINGGIT MALAYSIA,LOCAL,NOT ON US,PARKSON GRAND-PAVILION,CP,6038.05,1
20261007,86362294,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,15966.33,1
20261112,34205171,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,26171.42,1
20261111,34205171,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CA,81075.68,1
20260928,81853682,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,26305.93,1
20260912,81853682,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,35917.63,1
20260925,30753916,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,28017.57,1
20260910,30753916,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MCDONALD'S MALAYSIA,CP,10791.69,1
20261004,30753916,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PETRONAS DAGANGAN,CA,5824.19,1
20261026,30753916,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON BIG (M) SDN BHD-KEPONG,CP,15532.4,1
20261017,54524582,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,40404.13,1
20261104,54524582,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CA,36879.43,1
20261010,54524582,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,10003.21,1
20261002,54524582,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,12685.71,1
20261118,54524582,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,34135.72,1
20261016,14858322,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,2770.23,1
20260929,14858322,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,12594.54,1
20261017,72274526,RINGGIT MALAYSIA,LOCAL,ON US,SHELL MALAYSIA,CP,29289.29,1
20261026,72274526,RINGGIT MALAYSIA,OVERSEA,ON US,SENHENG ELECTRIC,CP,19885.94,1
20260902,72274526,RINGGIT MALAYSIA,OVERSEA,ON US,TESCO STORES (M),CA,14542.26,1
20260914,72274526,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,13829.48,1
20261008,72274526,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,28108.29,1
20261011,20970240,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CA,16260.54,1
20261030,20970240,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,29881.93,1
20261015,20970240,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,9419.1,1
20261102,20970240,RINGGIT MALAYSIA,LOCAL,ON US,LOTUS'S STORES-CHERAS,CP,21595.32,1
20261013,75880335,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PETRONAS DAGANGAN,CA,27967.51,1
20260916,75880335,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,6584.27,1
20261031,75880335,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CA,16038.58,1
20261029,75880335,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,21152.02,1
20261010,35793154,RINGGIT MALAYSIA,OVERSEA,ON US,SHELL MALAYSIA,CP,14247.07,1
20260921,88982809,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,22707.38,1
20261011,88982809,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,10400.61,1
20261106,88982809,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CA,5017.74,1
20261109,88982809,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,18804.8,1
20261109,14805272,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CP,15544.15,1
20261101,14805272,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,18911.51,1
20261028,14805272,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CA,7973.23,1
20261104,14805272,RINGGIT MALAYSIA,OVERSEA,ON US,ECONSAVE-JOHOR,CP,36857.52,1
20261001,37036118,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHOPEE PAY,CP,5051.75,1
20261018,37036118,RINGGIT MALAYSIA,OVERSEA,ON US,AEON CO (M) BHD-MID VALLEY,CP,18119.07,1
20261106,80829652,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,9720.28,1
20260928,80829652,RINGGIT MALAYSIA,OVERSEA,ON US,GUARDIAN HEALTH-KLCC,CA,6107.04,1
20260912,80829652,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,1866.11,1
20261021,80829652,RINGGIT MALAYSIA,OVERSEA,ON US,LAZADA MALAYSIA,CP,8129.53,1
20261029,92512975,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CA,100391.85,1
20261103,25567455,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CA,15254.87,1
20261112,25567455,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,56749.0,1
20261023,66419307,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,72127.68,1
20260905,87070198,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,22655.0,1
20261015,87070198,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CA,65093.51,1
20261110,50244616,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,4315.28,1
20261031,50244616,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,5963.87,1
20261001,50244616,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,2662.89,1
20260923,50244616,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CA,2045.41,1
20261017,50244616,RINGGIT MALAYSIA,LOCAL,ON US,KFC HOLDINGS,CP,4564.38,1
20260925,63400396,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,19799.76,1
20261005,63400396,RINGGIT MALAYSIA,OVERSEA,ON US,MYDIN MOHAMED HOLDINGS,CA,35653.43,1
20261014,68685794,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CP,29130.37,1
20261021,68685794,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,15131.3,1
20260928,68685794,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CA,7612.85,1
20260925,68685794,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,2339.31,1
20261030,68685794,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CA,5803.1,1
20261024,43647146,RINGGIT MALAYSIA,OVERSEA,ON US,GUARDIAN HEALTH-KLCC,CP,58437.89,1
20261011,43647146,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,26708.76,1
20260922,43647146,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PARKSON GRAND-PAVILION,CP,42032.93,1
20261008,78646672,RINGGIT MALAYSIA,LOCAL,ON US,PARKSON GRAND-PAVILION,CP,26832.25,1
20261024,78646672,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CA,13716.07,1
20261110,78646672,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,6180.06,1
20261106,78646672,RINGGIT MALAYSIA,OVERSEA,ON US,ECONSAVE-JOHOR,CP,3496.65,1
20261114,78646672,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CA,4442.2,1
20260926,67166499,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CP,20334.29,1
20261014,67166499,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,8600.94,1
20260911,67166499,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CP,13638.9,1
20261013,12999320,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,21438.78,1
20261012,12999320,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,17612.31,1
20261028,12999320,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CA,35387.6,1
20261019,79959650,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CA,18881.73,1
20261018,79959650,RINGGIT MALAYSIA,OVERSEA,NOT ON US,HARVEY NORMAN-IOI CITY,CA,33003.65,1
20261105,79959650,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,18106.59,1
20261027,79959650,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,6130.96,1
20261030,79959650,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,12811.15,1
20261114,94461020,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CA,19513.4,1
20261116,94461020,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,8144.83,1
20261028,94461020,RINGGIT MALAYSIA,LOCAL,ON US,SENHENG ELECTRIC,CA,2495.81,1
20261029,94461020,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,13729.83,1
20261020,35857500,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,14214.14,1
20260925,35857500,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CA,11787.65,1
20261119,35857500,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CP,6071.11,1
20261112,35857500,RINGGIT MALAYSIA,OVERSEA,ON US,MYDIN MOHAMED HOLDINGS,CP,6918.08,1
20261020,48724523,RINGGIT MALAYSIA,OVERSEA,ON US,MCDONALD'S MALAYSIA,CP,3641.33,1
20260919,48724523,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CP,4278.91,1
20260919,48724523,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,2556.33,1
20261027,48724523,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,5222.63,1
20260916,75567003,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CA,13417.56,1
20261017,75567003,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,6959.05,1
20260913,75567003,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CA,34378.4,1
20261002,18369828,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CA,31269.1,1
20260924,91790169,RINGGIT MALAYSIA,LOCAL,ON US,COURTS MAMMOTH,CP,1757.34,1
20261106,91790169,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHOPEE PAY,CA,1129.06,1
20260925,91790169,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,5181.52,1
20261027,26045299,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CA,106917.47,1
20261001,50174547,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,20675.28,1
20261008,50174547,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CA,8885.81,1
20261120,50174547,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,11891.0,1
20260910,66671476,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,23243.05,1
20261012,66671476,RINGGIT MALAYSIA,LOCAL,ON US,LAZADA MALAYSIA,CP,11801.37,1
20260923,66671476,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,9250.81,1
20261012,66671476,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CP,7433.14,1
20261022,66671476,RINGGIT MALAYSIA,OVERSEA,ON US,SHOPEE PAY,CA,11466.16,1
20260928,67279821,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHOPEE PAY,CP,4300.02,1
20260913,67279821,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,1086.01,1
20260909,67279821,RINGGIT MALAYSIA,LOCAL,ON US,SHOPEE PAY,CP,6053.31,1
20261002,65139902,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,8877.57,1
20261115,65139902,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CA,9575.5,1
20261007,65139902,RINGGIT MALAYSIA,OVERSEA,ON US,MYDIN MOHAMED HOLDINGS,CA,10372.01,1
20261006,25896810,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CP,4630.83,1
20261029,25896810,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CA,16189.31,1
20261010,75837727,RINGGIT MALAYSIA,LOCAL,NOT ON US,COURTS MAMMOTH,CA,20262.99,1
20261009,94649276,RINGGIT MALAYSIA,OVERSEA,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,64448.49,1
20261008,36830448,RINGGIT MALAYSIA,OVERSEA,ON US,MYDIN MOHAMED HOLDINGS,CP,23381.67,1
20261118,36830448,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,16345.31,1
20261112,36830448,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,23490.12,1
20260917,92479493,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,3324.31,1
20261006,92479493,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,9856.59,1
20261005,71093757,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,13529.78,1
20261010,71093757,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,9317.48,1
20261109,71093757,RINGGIT MALAYSIA,LOCAL,NOT ON US,PETRONAS DAGANGAN,CP,7956.91,1
20261015,71093757,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CA,12894.37,1
20261009,78816254,RINGGIT MALAYSIA,LOCAL,NOT ON US,TESCO STORES (M),CA,32612.55,1
20261017,78816254,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CA,8541.99,1
20261029,78816254,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,9695.26,1
20261002,78816254,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,4415.34,1
20261029,78816254,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHOPEE PAY,CA,11282.55,1
20260917,89370781,RINGGIT MALAYSIA,LOCAL,NOT ON US,GUARDIAN HEALTH-KLCC,CA,51629.69,1
20260926,89370781,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,75476.45,1
20261106,51977398,RINGGIT MALAYSIA,OVERSEA,ON US,SENHENG ELECTRIC,CP,14601.81,1
20261106,51977398,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,23998.9,1
20260920,51977398,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,7439.6,1
20260920,51977398,RINGGIT MALAYSIA,LOCAL,NOT ON US,MR DIY-SUNWAY PYRAMID,CP,22286.64,1
20261031,61995300,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,8250.29,1
20260930,77946312,RINGGIT MALAYSIA,OVERSEA,NOT ON US,LAZADA MALAYSIA,CP,12577.44,1
20261102,77946312,RINGGIT MALAYSIA,LOCAL,NOT ON US,ZALORA MALAYSIA,CP,21684.69,1
20261020,77946312,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,13987.83,1
20261010,77946312,RINGGIT MALAYSIA,LOCAL,NOT ON US,SHELL MALAYSIA,CA,7934.43,1
20261010,77946312,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,14433.45,1
20261008,57498827,RINGGIT MALAYSIA,OVERSEA,NOT ON US,ECONSAVE-JOHOR,CP,30788.63,1
20260923,57498827,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,10392.0,1
20261015,57498827,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CA,27023.1,1
20261016,20004231,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,36389.22,1
20260917,26367959,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,23880.92,1
20261029,26367959,RINGGIT MALAYSIA,LOCAL,ON US,MR DIY-SUNWAY PYRAMID,CP,15174.77,1
20261001,26367959,RINGGIT MALAYSIA,LOCAL,ON US,AEON CO (M) BHD-MID VALLEY,CP,29471.13,1
20261110,51485173,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CP,23539.6,1
20261026,51485173,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CA,9098.18,1
20261113,51485173,RINGGIT MALAYSIA,LOCAL,ON US,GIANT HYPERMARKET-SHAH ALAM,CP,2638.13,1
20261017,51485173,RINGGIT MALAYSIA,OVERSEA,ON US,HARVEY NORMAN-IOI CITY,CP,5184.29,1
20261031,51485173,RINGGIT MALAYSIA,OVERSEA,NOT ON US,MYDIN MOHAMED HOLDINGS,CA,8661.16,1
20261028,16618907,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PARKSON GRAND-PAVILION,CP,39525.64,1
20261010,16618907,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,13063.9,1
20261022,16618907,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CP,48927.36,1
20261017,20869023,RINGGIT MALAYSIA,LOCAL,ON US,WATSONS PERSONAL CARE,CP,3020.06,1
20260930,20869023,RINGGIT MALAYSIA,OVERSEA,ON US,AEON CO (M) BHD-MID VALLEY,CP,1827.68,1
20261013,20869023,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,4104.44,1
20260928,45450260,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CA,36771.44,1
20260921,45450260,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,18749.21,1
20261002,45450260,RINGGIT MALAYSIA,OVERSEA,ON US,MR DIY-SUNWAY PYRAMID,CP,4788.5,1
20260916,45450260,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,4428.82,1
20261114,45450260,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,17143.75,1
20261101,26997859,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,35215.47,1
20260927,26997859,RINGGIT MALAYSIA,LOCAL,ON US,GRABPAY TOP UP,CP,10197.78,1
20261013,26997859,RINGGIT MALAYSIA,OVERSEA,NOT ON US,GUARDIAN HEALTH-KLCC,CA,7393.24,1
20261017,26997859,RINGGIT MALAYSIA,OVERSEA,NOT ON US,SHELL MALAYSIA,CP,9322.85,1
20261117,26997859,RINGGIT MALAYSIA,LOCAL,NOT ON US,GRABPAY TOP UP,CP,12067.66,1
20261011,72722957,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,26076.15,1
20261022,72722957,RINGGIT MALAYSIA,LOCAL,ON US,HARVEY NORMAN-IOI CITY,CA,11725.12,1
20261029,72722957,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,8675.4,1
20260928,72722957,RINGGIT MALAYSIA,OVERSEA,ON US,PARKSON GRAND-PAVILION,CP,14948.74,1
20260907,87661636,RINGGIT MALAYSIA,LOCAL,NOT ON US,SENHENG ELECTRIC,CP,250.17,1
20260924,87661636,RINGGIT MALAYSIA,LOCAL,ON US,GUARDIAN HEALTH-KLCC,CP,345.38,1
20260905,87661636,RINGGIT MALAYSIA,OVERSEA,NOT ON US,COURTS MAMMOTH,CA,298.37,1
20261003,87661636,RINGGIT MALAYSIA,LOCAL,ON US,ECONSAVE-JOHOR,CP,182.47,1
20260908,87661636,RINGGIT MALAYSIA,LOCAL,ON US,TESCO STORES (M),CP,187.56,1
20260927,78964039,RINGGIT MALAYSIA,OVERSEA,ON US,ZALORA MALAYSIA,CP,25313.6,1
20261030,21602842,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CA,10571.19,1
20261107,21602842,RINGGIT MALAYSIA,LOCAL,NOT ON US,HARVEY NORMAN-IOI CITY,CP,11469.59,1
20261028,21602842,RINGGIT MALAYSIA,OVERSEA,NOT ON US,PETRONAS DAGANGAN,CP,41874.28,1
20261006,66313136,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CP,37110.76,1
20261004,66313136,RINGGIT MALAYSIA,LOCAL,ON US,ZALORA MALAYSIA,CP,22541.2,1
20260917,66313136,RINGGIT MALAYSIA,LOCAL,ON US,MCDONALD'S MALAYSIA,CP,16174.64,1
20260924,66313136,RINGGIT MALAYSIA,LOCAL,NOT ON US,KFC HOLDINGS,CA,12251.74,1
20260920,66313136,RINGGIT MALAYSIA,LOCAL,ON US,MYDIN MOHAMED HOLDINGS,CP,18167.4,1
20261015,20159797,RINGGIT MALAYSIA,LOCAL,NOT ON US,LOTUS'S STORES-CHERAS,CP,76054.13,1
20260917,19849505,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,11259.97,1
20260909,19849505,RINGGIT MALAYSIA,OVERSEA,ON US,SHELL MALAYSIA,CP,14500.59,1
20261121,10774133,RINGGIT MALAYSIA,LOCAL,NOT ON US,MYDIN MOHAMED HOLDINGS,CP,33371.03,1
20260925,10774133,RINGGIT MALAYSIA,LOCAL,NOT ON US,AEON CO (M) BHD-MID VALLEY,CA,30456.57,1
20261122,10774133,RINGGIT MALAYSIA,OVERSEA,ON US,PETRONAS DAGANGAN,CA,23345.21,1
20261101,10774133,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,4536.78,1
20261009,10774133,RINGGIT MALAYSIA,LOCAL,ON US,AEON BIG (M) SDN BHD-KEPONG,CA,22406.7,1
20261028,16714649,RINGGIT MALAYSIA,LOCAL,NOT ON US,ECONSAVE-JOHOR,CP,12218.55,1
20261023,16714649,RINGGIT MALAYSIA,OVERSEA,ON US,LOTUS'S STORES-CHERAS,CA,25459.73,1
20261113,16714649,RINGGIT MALAYSIA,LOCAL,NOT ON US,MCDONALD'S MALAYSIA,CP,38328.08,1
20260906,99119044,RINGGIT MALAYSIA,LOCAL,NOT ON US,LAZADA MALAYSIA,CP,21744.67,1
20260907,99119044,RINGGIT MALAYSIA,LOCAL,NOT ON US,WATSONS PERSONAL CARE,CP,18208.82,1
20261021,99119044,RINGGIT MALAYSIA,LOCAL,NOT ON US,GIANT HYPERMARKET-SHAH ALAM,CP,33629.6,1
20261020,99119044,RINGGIT MALAYSIA,LOCAL,ON US,PETRONAS DAGANGAN,CA,28017.0,1
